Using API key: AIzaSyAsa8O8cNRc3fm_ENvnswDvEp-u_eye_rw
IP ADDRESS          TIMESTAMP                SUCCESS   COUNTRY   CONTINENT LATITUDE  LONGITUDE 
86.188.141.82       2017-10-09 22:20:37      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:20:38      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:20:40      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:20:41      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:20:43      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:20:44      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:20:46      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:20:47      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:20:50      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:20:51      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:20:52      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:20:54      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:20:56      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:20:57      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:20:58      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:21:00      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:21:01      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:21:02      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:21:04      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:21:05      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:21:07      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:21:08      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:21:09      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:21:11      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:21:12      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:21:14      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:21:15      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:21:16      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:21:17      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:25:18      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:29:18      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:29:20      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:29:21      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:29:23      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:29:26      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:29:28      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:33:14      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:33:15      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:33:17      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:33:19      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:33:20      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:33:22      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:33:24      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:33:26      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:33:27      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:33:29      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:33:30      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:33:32      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:33:35      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:33:36      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:33:38      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:33:39      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:33:41      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:33:44      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:37:33      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:37:34      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:37:36      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:37:37      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:41:48      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:41:50      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:41:52      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:41:53      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:45:34      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:45:36      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:45:38      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:45:39      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:45:41      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:49:53      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:49:55      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:49:56      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:49:58      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:50:00      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:50:01      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:50:03      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:50:04      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:50:06      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:50:08      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:50:09      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:50:12      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:50:13      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:50:15      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:50:17      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:50:19      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:50:21      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:50:23      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:50:25      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:50:27      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:50:30      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:50:32      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:54:30      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:54:33      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:54:35      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:54:37      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:54:39      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:54:42      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:54:43      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:54:45      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:54:46      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:54:48      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:54:51      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:54:53      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:54:55      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:54:57      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:54:58      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:54:59      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:58:39      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:58:41      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:58:43      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:58:45      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:58:47      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:58:48      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:58:50      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:58:51      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:58:53      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:58:55      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:58:57      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:58:59      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:59:01      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 22:59:04      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:03:07      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:03:09      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:03:11      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:03:12      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:03:14      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:03:16      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:03:17      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:03:19      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:07:19      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:07:21      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:07:23      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:12:31      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:12:32      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:12:33      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:12:36      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:12:37      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:12:42      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:12:43      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:12:45      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:12:46      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:17:17      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:17:19      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:17:20      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:17:22      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:21:34      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:21:36      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:21:38      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:21:39      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:21:41      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:21:42      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:21:47      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:26:02      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:26:03      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:26:05      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:30:50      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:30:51      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:30:53      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:30:56      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:35:12      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:35:14      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:35:19      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:35:21      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:40:25      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:40:27      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:40:28      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:40:30      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:40:34      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:40:36      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:40:38      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:40:40      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:40:41      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:40:44      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:40:46      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:46:00      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:46:02      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:46:03      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:46:05      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:46:08      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:46:09      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:50:26      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:50:27      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:50:29      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:50:31      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:50:33      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:50:34      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:50:37      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:50:39      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:50:41      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:50:43      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:50:45      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:50:48      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:50:50      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:50:54      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:50:57      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:50:58      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:51:00      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:51:03      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:51:06      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:51:08      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:51:11      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:51:13      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:51:15      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:51:17      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:51:19      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:51:20      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:51:22      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:51:25      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:51:27      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:51:29      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:51:33      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:51:35      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:51:37      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:51:40      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:51:42      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:51:43      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:51:45      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:55:50      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:55:51      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:55:52      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:55:53      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:55:54      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:55:57      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:55:58      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:55:59      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-09 23:56:00      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:00:23      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:00:24      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:00:27      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:00:28      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:00:30      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:00:32      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:00:34      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:00:36      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:00:37      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:00:39      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:00:42      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:00:43      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:00:45      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:05:26      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:05:28      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:05:29      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:05:31      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:05:34      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:05:35      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:05:37      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:05:40      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:05:41      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:05:43      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:05:45      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:10:17      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:10:19      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:10:22      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:10:26      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:10:28      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:10:30      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:10:32      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:10:34      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:10:35      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:10:36      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:10:39      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:10:41      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:10:42      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:10:44      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:10:46      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:10:47      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:10:50      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:10:51      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:10:53      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:10:55      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:10:56      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:10:58      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:11:01      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:11:02      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:15:29      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:15:30      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:15:33      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:20:31      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:20:32      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:20:33      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:24:44      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:24:45      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:24:47      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:24:48      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:24:50      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:24:51      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:24:52      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:24:54      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:29:55      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:29:56      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:29:59      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:34:38      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:34:40      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:34:42      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:34:43      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:34:45      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:34:47      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:34:49      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:34:53      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:34:55      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:34:56      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:40:20      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:40:23      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:40:24      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:40:28      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:40:30      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:40:33      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:40:36      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:40:38      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:40:41      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:40:43      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:40:45      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:40:46      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:40:48      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:40:51      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:40:53      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:40:56      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:40:58      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:41:01      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:41:03      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:46:33      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:46:34      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:46:37      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:46:40      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:46:43      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:46:46      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:51:47      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:51:49      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:51:51      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:51:55      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:51:58      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:52:01      FAIL      GB        EU        51.5      -0.13     
86.188.141.82       2017-10-10 00:52:03      FAIL      GB        EU        51.5      -0.13     
